time,value
2607,20
2608,21
2609,22
2610,22
2611,23
2612,22
2613,21
2614,20
2615,19
2616,19
2617,18
2618,18
2619,18
2620,18
2621,18
2622,18
2623,18
2624,19
2625,19
2626,20
2627,20
2628,20
2629,20
2630,20
2631,20
2632,20
2633,20
2634,20
2635,21
2636,21
2637,21
2638,21
2639,22
2640,22
2641,21
2642,21
2643,21
2644,21
2645,21
2646,20
2647,20
2648,20
2649,19
2650,19
2651,19
2652,18
2653,18
2654,17
2655,16
2656,16
2657,15
2658,15
2659,15
2660,15
2661,15
2662,15
2663,15
2664,15
2665,15
2666,15
2667,14
2668,14
2669,14
2670,14
2671,14
2672,14
2673,14
2674,14
2675,14
2676,14
2677,14
2678,14
2679,14
2680,14
2681,14
2682,14
2683,14
2684,14
2685,14
2686,14
2687,13
2688,13
2689,13
2690,13
2691,13
2692,13
2693,13
2694,13
2695,13
2696,13
2697,13
2698,13
2699,13
2700,13
2701,13
2702,13
2703,13
2704,13
2705,13
2706,13
2707,13
2708,13
2709,13
2710,13
2711,13
2712,13
2713,12
2714,12
2715,12
2716,12
2717,12
2718,12
2719,12
2720,12
2721,12
2722,12
2723,12
2724,12
2725,12
2726,12
2727,12
2728,12
2729,12
2730,12
2731,12
2732,12
2733,12
2734,12
2735,12
2736,12
2737,12
2738,12
2739,12
2740,12
2741,12
2742,12
2743,12
2744,12
2745,12
2746,12
2747,12
2748,11
2749,11
2750,11
2751,11
2752,11
2753,11
2754,11
2755,11
2756,11
2757,11
2758,11
2759,11
2760,11
2761,11
2762,11
2763,11
2764,11
2765,11
2766,11
2767,11
2768,11
2769,11
2770,11
2771,11
2772,11
2773,11
2774,11
2775,11
2776,11
2777,11
2778,11
2779,11
2780,11
2781,11
2782,11
2783,11
2784,11
2785,11
2786,11
2787,11
2788,11
2789,11
2790,11
2791,11
2792,11
2793,11
2794,11
2795,10
2796,10
2797,10
2798,10
2799,10
2800,10
2801,10
2802,10
2803,10
2804,10
2805,10
2806,10
2807,10
2808,10
2809,10
2810,10
2811,10
2812,10
2813,10
2814,10
2815,10
2816,10
2817,10
2818,10
2819,10
2820,10
2821,10
2822,10
2823,10
2824,10
2825,10
2826,10
2827,10
2828,10
2829,10
2830,10
2831,10
2832,10
2833,10
2834,10
2835,10
2836,10
2837,10
2838,10
2839,10
2840,10
2841,10
2842,10
2843,10
2844,10
2845,10
2846,10
2847,10
2848,10
2849,10
2850,10
2851,10
2852,10
2853,10
2854,10
2855,11
2856,11
2857,12
2858,12
2859,13
2860,14
2861,14
2862,15
2863,15
2864,16
2865,16
2866,17
2867,18
2868,18
2869,18
2870,19
2871,19
2872,19
2873,19
2874,19
2875,19
2876,18
2877,18
2878,18
2879,18
2880,18
2881,18
2882,19
2883,19
2884,19
2885,20
2886,20
2887,19
2888,19
2889,19
2890,20
2891,20
2892,20
2893,21
2894,21
2895,21
2896,21
2897,21
2898,21
2899,22
2900,22
2901,22
2902,23
2903,22
2904,22
2905,22
2906,22
2907,22
2908,22
2909,22
2910,22
2911,22
2912,22
2913,21
2914,21
2915,21
2916,21
2917,21
2918,21
2919,21
2920,21
2921,21
2922,21
2923,22
2924,21
2925,21
2926,21
2927,21
2928,21
2929,21
2930,20
2931,20
2932,19
2933,19
2934,18
2935,18
2936,18
2937,18
2938,17
2939,17
2940,17
2941,16
2942,16
2943,15
2944,15
2945,15
2946,15
2947,15
2948,15
2949,15
2950,15
2951,15
2952,15
2953,15
2954,15
2955,15
2956,15
2957,15
2958,15
2959,15
2960,15
2961,14
2962,14
2963,14
2964,14
2965,14
2966,14
2967,14
2968,14
2969,14
2970,14
2971,14
2972,14
2973,14
2974,14
2975,14
2976,14
2977,14
2978,14
2979,14
2980,14
2981,14
2982,14
2983,14
2984,13
2985,13
2986,13
2987,13
2988,13
2989,13
2990,13
2991,13
2992,13
2993,13
2994,13
2995,13
2996,13
2997,13
2998,13
2999,13
3000,13
3001,13
3002,13
3003,13
3004,13
3005,13
3006,13
3007,13
3008,13
3009,13
3010,13
3011,13
3012,12
3013,12
3014,12
3015,12
3016,12
3017,12
3018,12
3019,12
3020,12
3021,12
3022,12
3023,12
3024,12
3025,12
3026,12
3027,12
3028,12
3029,12
3030,12
3031,12
3032,12
3033,12
3034,12
3035,12
3036,12
3037,12
3038,12
3039,12
3040,12
3041,12
3042,12
3043,12
3044,12
3045,12
3046,12
3047,12
3048,12
3049,12
3050,12
3051,12
3052,12
3053,12
3054,12
3055,12
3056,12
3057,12
3058,12
3059,12
3060,11
3061,11
3062,11
3063,11
3064,11
3065,11
3066,11
3067,11
3068,11
3069,11
3070,11
3071,11
3072,11
3073,11
3074,11
3075,11
3076,11
3077,11
3078,11
3079,11
3080,11
3081,11
3082,11
3083,11
3084,11
3085,11
3086,11
3087,11
3088,11
3089,11
3090,11
3091,11
3092,11
3093,11
3094,11
3095,11
3096,11
3097,11
3098,11
3099,11
3100,11
3101,11
3102,11
3103,11
3104,11
3105,11
3106,11
3107,11
3108,11
3109,11
3110,11
3111,11
3112,10
3113,11
3114,11
3115,10
3116,10
3117,10
3118,10
3119,10
3120,10
3121,10
3122,10
3123,10
3124,10
3125,10
3126,10
3127,10
3128,10
3129,10
3130,10
3131,10
3132,10
3133,10
3134,10
3135,10
3136,10
3137,10
3138,10
3139,10
3140,10
3141,10
3142,10
3143,11
3144,11
3145,12
3146,12
3147,13
3148,13
3149,14
3150,15
3151,15
3152,16
3153,17
3154,17
3155,18
3156,18
3157,19
3158,19
3159,20
3160,20
3161,19
3162,19
3163,19
3164,19
3165,19
3166,19
3167,19
3168,19
3169,20
3170,20
3171,20
3172,20
3173,21
3174,21
3175,20
3176,19
3177,19
3178,19
3179,19
3180,19
3181,19
3182,19
3183,20
3184,20
3185,21
3186,21
3187,22
3188,22
3189,22
3190,22
3191,21
3192,21
3193,20
3194,20
3195,20
3196,20
3197,20
3198,19
3199,18
3200,19
3201,20
3202,22
3203,23
3204,23
3205,22
3206,22
3207,21
3208,21
3209,21
3210,21
3211,21
3212,21
3213,20
3214,20
3215,20
3216,20
3217,19
3218,19
3219,19
3220,19
3221,19
3222,19
3223,20
3224,19
3225,19
3226,19
3227,19
3228,19
3229,18
3230,18
3231,17
3232,17
3233,17
3234,17
3235,17
3236,16
3237,16
3238,16
3239,16
3240,16
3241,16
3242,16
3243,16
3244,16
3245,16
3246,16
3247,16
3248,16
3249,16
3250,16
3251,15
3252,15
3253,15
3254,15
3255,15
3256,15
3257,15
3258,15
3259,15
3260,15
3261,15
3262,15
3263,15
3264,15
3265,15
3266,15
3267,15
3268,14
3269,14
3270,14
3271,14
3272,14
3273,14
3274,14
3275,14
3276,14
3277,14
3278,14
3279,14
3280,14
3281,14
3282,14
3283,14
3284,14
3285,14
3286,14
3287,14
3288,14
3289,14
3290,14
3291,13
3292,13
3293,13
3294,13
3295,13
3296,13
3297,13
3298,13
3299,13
3300,13
3301,13
3302,13
3303,13
3304,13
3305,13
3306,13
3307,13
3308,13
3309,13
3310,13
3311,13
3312,13
3313,13
3314,13
3315,13
3316,13
3317,13
3318,13
3319,13
3320,13
3321,13
3322,13
3323,13
3324,13
3325,12
3326,12
3327,12
3328,12
3329,12
3330,12
3331,12
3332,12
3333,12
3334,12
3335,12
3336,12
3337,12
3338,12
3339,12
3340,12
3341,12
3342,12
3343,12
3344,12
3345,12
3346,12
3347,12
3348,12
3349,12
3350,12
3351,12
3352,12
3353,12
3354,12
3355,12
3356,12
3357,12
3358,11
3359,11
3360,11
3361,11
3362,11
3363,11
3364,11
3365,11
3366,11
3367,11
3368,11
3369,11
3370,11
3371,11
3372,11
3373,11
3374,11
3375,11
3376,11
3377,11
3378,11
3379,11
3380,11
3381,11
3382,11
3383,11
3384,11
3385,11
3386,11
3387,11
3388,11
3389,11
3390,11
3391,11
3392,11
3393,11
3394,11
3395,11
3396,11
3397,11
3398,11
3399,11
3400,11
3401,11
3402,11
3403,11
3404,11
3405,11
3406,10
3407,10
3408,10
3409,10
3410,10
3411,10
3412,10
3413,10
3414,10
3415,10
3416,10
3417,10
3418,10
3419,10
3420,10
3421,10
3422,10
3423,10
3424,10
3425,10
3426,10
3427,10
3428,10
3429,10
3430,11
3431,11
3432,11
3433,12
3434,12
3435,12
3436,13
3437,14
3438,14
3439,15
3440,15
3441,16
3442,16
3443,17
3444,18
3445,18
3446,19
3447,19
3448,19
3449,19
3450,19
3451,19
3452,19
3453,19
3454,19
3455,19
3456,19
3457,19
3458,20
3459,20
3460,20
3461,20
3462,21
3463,20
3464,20
3465,19
3466,19
3467,20
3468,20
3469,21
3470,21
3471,21
3472,21
3473,20
3474,20
3475,19
3476,19
3477,20
3478,21
3479,20
3480,20
3481,20
3482,20
3483,19
3484,20
3485,20
3486,20
3487,19
3488,19
3489,19
3490,19
3491,20
3492,21
3493,21
3494,21
3495,22
3496,22
3497,22
3498,22
3499,22
3500,22
3501,22
3502,22
3503,22
3504,22
3505,22
3506,21
3507,20
3508,20
3509,20
3510,19
3511,19
3512,19
3513,19
3514,19
3515,18
3516,18
3517,18
3518,17
3519,17
3520,17
3521,17
3522,16
3523,16
3524,16
3525,16
3526,16
3527,16
3528,16
3529,16
3530,16
3531,16
3532,16
3533,16
3534,15
3535,15
3536,15
3537,15
3538,15
3539,15
3540,15
3541,15
3542,15
3543,15
3544,15
3545,15
3546,15
3547,15
3548,15
3549,15
3550,15
3551,14
3552,14
3553,14
3554,14
3555,14
3556,14
3557,14
3558,14
3559,14
3560,14
3561,14
3562,14
3563,14
3564,14
3565,14
3566,14
3567,14
3568,14
3569,14
3570,14
3571,14
3572,14
3573,14
3574,14
3575,13
3576,13
3577,13
3578,13
3579,13
3580,13
3581,13
3582,13
3583,13
3584,13
3585,13
3586,13
3587,13
3588,13
3589,13
3590,13
3591,13
3592,13
3593,13
3594,13
3595,13
3596,13
3597,13
3598,13
3599,13
3600,13
3601,13
3602,12
3603,12
3604,12
3605,12
3606,12
3607,12
3608,12
3609,12
3610,12
3611,12
3612,12
3613,12
3614,12
3615,12
3616,12
3617,12
3618,12
3619,12
3620,12
3621,12
3622,12
3623,12
3624,12
3625,12
3626,12
3627,12
3628,12
3629,12
3630,12
3631,12
3632,12
3633,12
3634,12
3635,12
3636,11
3637,11
3638,11
3639,11
3640,11
3641,11
3642,11
3643,11
3644,11
3645,11
3646,11
3647,11
3648,11
3649,11
3650,11
3651,11
3652,11
3653,11
3654,11
3655,11
3656,11
3657,11
3658,11
3659,11
3660,11
3661,11
3662,11
3663,11
3664,11
3665,11
3666,11
3667,11
3668,11
3669,11
3670,11
3671,11
3672,11
3673,11
3674,11
3675,11
3676,11
3677,11
3678,11
3679,11
3680,11
3681,11
3682,11
3683,11
3684,11
3685,11
3686,11
3687,11
3688,11
3689,11
3690,11
3691,11
3692,10
3693,11
3694,10
3695,10
3696,10
3697,10
3698,10
3699,10
3700,10
3701,10
3702,10
3703,10
3704,10
3705,10
3706,10
3707,10
3708,10
3709,10
3710,10
3711,10
3712,10
3713,10
3714,10
3715,10
3716,10
3717,10
3718,11
3719,11
3720,11
3721,11
3722,12
3723,12
3724,13
3725,13
3726,14
3727,15
3728,15
3729,16
3730,17
3731,17
3732,18
3733,19
3734,19
3735,20
3736,20
3737,20
3738,20
3739,20
3740,19
3741,19
3742,19
3743,19
3744,20
3745,20
3746,20
3747,20
3748,20
3749,20
3750,20
3751,19
3752,19
3753,19
3754,19
3755,19
3756,20
3757,20
3758,19
3759,20
3760,20
3761,21
3762,21
3763,22
3764,22
3765,22
3766,21
3767,21
3768,21
3769,21
3770,20
3771,19
3772,19
3773,20
3774,20
3775,20
3776,20
3777,21
3778,21
3779,22
3780,22
3781,22
3782,22
3783,22
3784,22
3785,22
3786,22
3787,22
3788,22
3789,21
3790,21
3791,21
3792,21
3793,21
3794,21
3795,21
3796,21
3797,21
3798,21
3799,21
3800,21
3801,21
3802,20
3803,20
3804,20
3805,19
3806,19
3807,18
3808,18
3809,18
3810,18
3811,17
3812,17
3813,17
3814,17
3815,17
3816,17
3817,17
3818,17
3819,17
3820,17
3821,16
3822,16
3823,16
3824,16
3825,16
3826,16
3827,16
3828,16
3829,16
3830,16
3831,16
3832,16
3833,15
3834,15
3835,15
3836,15
3837,15
3838,15
3839,15
3840,15
3841,15
3842,15
3843,15
3844,15
3845,15
3846,15
3847,15
3848,15
3849,15
3850,14
3851,14
3852,14
3853,14
3854,14
3855,14
3856,14
3857,14
3858,14
3859,14
3860,14
3861,14
3862,14
3863,14
3864,14
3865,14
3866,14
3867,14
3868,14
3869,14
3870,14
3871,14
3872,14
3873,14
3874,13
3875,13
3876,13
3877,13
3878,13
3879,13
3880,13
3881,13
3882,13
3883,13
3884,13
3885,13
3886,13
3887,13
3888,13
3889,13
3890,13
3891,13
3892,13
3893,13
3894,13
3895,13
3896,13
3897,13
3898,13
3899,13
3900,13
3901,13
3902,12
3903,13
3904,13
3905,12
3906,12
3907,12
3908,12
3909,12
3910,12
3911,12
3912,12
3913,12
3914,12
3915,12
3916,12
3917,12
3918,12
3919,12
3920,12
3921,12
3922,12
3923,12
3924,12
3925,12
3926,12
3927,12
3928,12
3929,12
3930,12
3931,12
3932,12
3933,12
3934,12
3935,12
3936,12
3937,12
3938,12
3939,12
3940,12
3941,12
3942,12
3943,11
3944,11
3945,11
3946,11
3947,11
3948,11
3949,11
3950,11
3951,11
3952,11
3953,11
3954,11
3955,11
3956,11
3957,11
3958,11
3959,11
3960,11
3961,11
3962,11
3963,11
3964,11
3965,11
3966,11
3967,11
3968,11
3969,11
3970,11
3971,11
3972,11
3973,11
3974,11
3975,11
3976,11
3977,11
3978,11
3979,11
3980,11
3981,11
3982,11
3983,11
3984,11
3985,11
3986,11
3987,11
3988,11
3989,11
3990,11
3991,11
3992,11
3993,11
3994,11
3995,10
3996,10
3997,10
3998,10
3999,10
4000,10
4001,10
4002,10
4003,10
4004,11
4005,11
4006,11
4007,11
4008,11
4009,12
4010,12
4011,13
4012,13
4013,14
4014,14
4015,15
4016,16
4017,16
4018,17
4019,18
4020,18
4021,19
4022,20
4023,20
4024,21
4025,21
4026,21
4027,21
4028,21
4029,20
4030,20
4031,20
4032,20
4033,21
4034,21
4035,20
4036,20
4037,20
4038,20
4039,20
4040,20
4041,20
4042,20
4043,21
4044,21
4045,20
4046,19
4047,18
4048,18
4049,19
4050,20
4051,22
4052,23
4053,22
4054,21
4055,20
4056,20
4057,21
4058,21
4059,21
4060,21
4061,20
4062,20
4063,20
4064,20
4065,21
4066,21
4067,21
4068,21
4069,21
4070,21
4071,22
4072,21
4073,22
4074,22
4075,22
4076,21
4077,21
4078,21
4079,21
4080,21
4081,21
4082,21
4083,21
4084,21
4085,21
4086,20
4087,20
4088,20
4089,20
4090,20
4091,20
4092,19
4093,19
4094,19
4095,19
4096,18
4097,18
4098,17
4099,17
4100,17
4101,17
4102,17
4103,17
4104,17
4105,17
4106,17
4107,17
4108,17
4109,17
4110,16
4111,16
4112,16
4113,16
4114,16
4115,16
4116,16
4117,16
4118,16
4119,16
4120,16
4121,16
4122,16
4123,16
4124,15
4125,15
4126,15
4127,15
4128,15
4129,15
4130,15
4131,15
4132,15
4133,15
4134,15
4135,15
4136,15
4137,15
4138,15
4139,15
4140,15
4141,15
4142,14
4143,14
4144,14
4145,14
4146,14
4147,14
4148,14
4149,14
4150,14
4151,14
4152,14
4153,14
4154,14
4155,14
4156,14
4157,14
4158,14
4159,14
4160,14
4161,14
4162,14
4163,14
4164,14
4165,14
4166,14
4167,14
4168,14
4169,13
4170,13
4171,13
4172,13
4173,13
4174,13
4175,13
4176,13
4177,13
4178,13
4179,13
4180,13
4181,13
4182,13
4183,13
4184,13
4185,13
4186,13
4187,13
4188,13
4189,13
4190,13
4191,13
4192,13
4193,13
4194,13
4195,13
4196,13
4197,13
4198,12
4199,12
4200,12
4201,12
4202,12
4203,12
4204,12
4205,12
4206,12
4207,12
4208,12
4209,12
4210,12
4211,12
4212,12
4213,12
4214,12
4215,12
4216,12
4217,12
4218,12
4219,12
4220,12
4221,12
4222,12
4223,12
4224,12
4225,12
4226,12
4227,12
4228,12
4229,12
4230,12
4231,12
4232,12
4233,12
4234,12
4235,12
4236,12
4237,11
4238,11
4239,11
4240,11
4241,11
4242,11
4243,11
4244,11
4245,11
4246,11
4247,11
4248,11
4249,11
4250,11
4251,11
4252,11
4253,11
4254,11
4255,11
4256,11
4257,11
4258,11
4259,11
4260,11
4261,11
4262,11
4263,11
4264,11
4265,11
4266,11
4267,11
4268,11
4269,11
4270,11
4271,11
4272,11
4273,11
4274,11
4275,11
4276,11
4277,11
4278,11
4279,11
4280,11
4281,11
4282,11
4283,11
4284,11
4285,11
4286,11
4287,11
4288,10
4289,10
4290,10
4291,11
4292,11
4293,11
4294,11
4295,11
4296,12
4297,12
4298,12
4299,13
4300,13
4301,14
4302,15
4303,15
4304,16
4305,17
4306,17
4307,18
4308,19
4309,19
4310,20
4311,20
4312,21
4313,21
4314,21
4315,21
4316,21
4317,20
4318,20
4319,20
4320,20
4321,20
4322,20
4323,20
4324,20
4325,19
4326,19
4327,20
4328,20
4329,20
4330,20
4331,20
4332,20
4333,20
4334,20
4335,21
4336,21
4337,21
4338,21
4339,21
4340,21
4341,22
4342,23
4343,22
4344,22
4345,21
4346,20
4347,20
4348,20
4349,20
4350,21
4351,21
4352,20
4353,19
4354,20
4355,21
4356,22
4357,23
4358,23
4359,22
4360,22
4361,21
4362,21
4363,21
4364,22
4365,22
4366,22
4367,21
4368,21
4369,20
4370,20
4371,20
4372,20
4373,20
4374,20
4375,20
4376,19
4377,19
4378,20
4379,20
4380,20
4381,20
4382,19
4383,19
4384,19
4385,18
4386,18
4387,18
4388,18
4389,17
4390,17
4391,17
4392,17
4393,17
4394,17
4395,17
4396,17
4397,17
4398,17
4399,17
4400,17
4401,16
4402,16
4403,16
4404,16
4405,16
4406,16
4407,16
4408,16
4409,16
4410,16
4411,16
4412,16
4413,16
4414,16
4415,15
4416,15
4417,15
4418,15
4419,15
4420,15
4421,15
4422,15
4423,15
4424,15
4425,15
4426,15
4427,15
4428,15
4429,15
4430,15
4431,15
4432,15
4433,14
4434,14
4435,14
4436,14
4437,14
4438,14
4439,14
4440,14
4441,14
4442,14
4443,14
4444,14
4445,14
4446,14
4447,14
4448,14
4449,14
4450,14
4451,14
4452,14
4453,14
4454,14
4455,14
4456,14
4457,14
4458,14
4459,14
4460,13
4461,13
4462,13
4463,13
4464,13
4465,13
4466,13
4467,13
4468,13
4469,13
4470,13
4471,13
4472,13
4473,13
4474,13
4475,13
4476,13
4477,13
4478,13
4479,13
4480,13
4481,13
4482,13
4483,13
4484,13
4485,13
4486,13
4487,13
4488,13
4489,13
4490,13
4491,13
4492,13
4493,13
4494,13
4495,13
4496,13
4497,12
4498,12
4499,12
4500,12
4501,12
4502,12
4503,12
4504,12
4505,12
4506,12
4507,12
4508,12
4509,12
4510,12
4511,12
4512,12
4513,12
4514,12
4515,12
4516,12
4517,12
4518,12
4519,12
4520,12
4521,12
4522,12
4523,12
4524,12
4525,12
4526,12
4527,12
4528,12
4529,12
4530,12
4531,12
4532,12
4533,12
4534,12
4535,12
4536,12
4537,12
4538,12
4539,12
4540,12
4541,12
4542,12
4543,12
4544,12
4545,12
4546,12
4547,12
4548,11
4549,11
4550,11
4551,11
4552,11
4553,11
4554,11
4555,11
4556,11
4557,11
4558,11
4559,11
4560,11
4561,11
4562,11
4563,11
4564,11
4565,11
4566,11
4567,11
4568,11
4569,11
4570,11
4571,11
4572,11
4573,11
4574,11
4575,11
4576,11
4577,11
4578,11
4579,11
4580,11
4581,11
4582,11
4583,11
4584,12
4585,12
4586,12
4587,12
4588,13
4589,13
4590,13
4591,14
4592,14
4593,15
4594,15
4595,16
4596,17
4597,17
4598,18
4599,18
4600,19
4601,19
4602,19
4603,19
4604,19
4605,19
4606,19
4607,19
4608,19
4609,19
4610,19
4611,20
4612,20
4613,20
4614,20
4615,21
4616,20
4617,19
4618,18
4619,17
4620,18
4621,19
4622,20
4623,20
4624,21
4625,21
4626,21
4627,21
4628,21
4629,21
4630,21
4631,21
4632,21
4633,21
4634,21
4635,20
4636,20
4637,20
4638,20
4639,20
4640,20
4641,20
4642,21
4643,21
4644,21
4645,22
4646,22
4647,22
4648,22
4649,21
4650,21
4651,21
4652,21
4653,21
4654,21
4655,21
4656,21
4657,21
4658,20
4659,20
4660,20
4661,20
4662,20
4663,19
4664,19
4665,19
4666,19
4667,19
4668,19
4669,19
4670,19
4671,18
4672,18
4673,18
4674,18
4675,17
4676,17
4677,17
4678,17
4679,17
4680,17
4681,17
4682,17
4683,17
4684,17
4685,17
4686,17
4687,16
4688,16
4689,16
4690,16
4691,16
4692,16
4693,16
4694,16
4695,16
4696,16
4697,16
4698,16
4699,16
4700,16
4701,16
4702,16
4703,15
4704,15
4705,15
4706,15
4707,15
4708,15
4709,15
4710,15
4711,15
4712,15
4713,15
4714,15
4715,15
4716,15
4717,15
4718,15
4719,15
4720,15
4721,15
4722,15
4723,15
4724,15
4725,15
4726,15
4727,14
4728,14
4729,14
4730,14
4731,14
4732,14
4733,14
4734,14
4735,14
4736,14
4737,14
4738,14
4739,14
4740,14
4741,14
4742,14
4743,14
4744,14
4745,14
4746,14
4747,14
4748,14
4749,14
4750,14
4751,14
4752,14
4753,14
4754,14
4755,14
4756,14
4757,14
4758,14
4759,14
4760,13
4761,13
4762,13
4763,13
4764,13
4765,13
4766,13
4767,13
4768,13
4769,13
4770,13
4771,13
4772,13
4773,13
4774,13
4775,13
4776,13
4777,13
4778,13
4779,13
4780,13
4781,13
4782,13
4783,13
4784,13
4785,13
4786,13
4787,13
4788,13
4789,13
4790,13
4791,13
4792,13
4793,13
4794,13
4795,12
4796,12
4797,12
4798,12
4799,12
4800,12
4801,12
4802,12
4803,12
4804,12
4805,12
4806,12
4807,12
4808,12
4809,12
4810,12
4811,12
4812,12
4813,12
4814,12
4815,12
4816,12
4817,12
4818,12
4819,12
4820,12
4821,12
4822,12
4823,12
4824,12
4825,12
4826,12
4827,12
4828,12
4829,12
4830,12
4831,12
4832,12
4833,12
4834,12
4835,12
4836,12
4837,12
4838,12
4839,12
4840,12
4841,12
4842,12
4843,12
4844,12
4845,12
4846,12
4847,12
4848,11
4849,11
4850,11
4851,11
4852,11
4853,11
4854,11
4855,11
4856,11
4857,11
4858,11
4859,11
4860,11
4861,11
4862,11
4863,11
4864,11
4865,11
4866,11
4867,11
4868,11
4869,11
4870,11
4871,12
4872,12
4873,13
4874,13
4875,13
4876,14
4877,15
4878,15
4879,16
4880,17
4881,17
4882,18
4883,18
4884,19
4885,20
4886,21
4887,21
4888,22
4889,22
4890,22
4891,22
4892,22
4893,22
4894,21
4895,21
4896,21
4897,21
4898,21
4899,21
4900,20
4901,21
4902,21
4903,21
4904,20
4905,20
4906,20
4907,20
4908,20
4909,21
4910,21
4911,21
4912,21
4913,21
4914,22
4915,23
4916,23
4917,21
4918,21
4919,20
4920,21
4921,21
4922,21
4923,21
4924,21
4925,21
4926,20
4927,21
4928,21
4929,21
4930,20
4931,20
4932,21
4933,21
4934,22
4935,22
4936,23
4937,22
4938,21
4939,21
4940,22
4941,23
4942,23
4943,23
4944,24
4945,24
4946,23
4947,22
4948,21
4949,20
4950,20
4951,19
4952,19
4953,19
4954,18
4955,18
4956,19
4957,19
4958,19
4959,19
4960,19
4961,18
4962,18
4963,18
4964,17
4965,17
4966,17
4967,17
4968,17
4969,17
4970,17
4971,17
4972,17
4973,17
4974,17
4975,17
4976,17
4977,17
4978,17
4979,16
4980,16
